"","Item","Cluster"
"ASNSYNA-RXN: (expasy) Aspartate--ammonia ligase [6.3.1.1]","ASNSYNA-RXN: (expasy) Aspartate--ammonia ligase [6.3.1.1]",2
"R12-RXN: (expasy) 6-phospho-3-hexuloisomerase [5.3.1.27]","R12-RXN: (expasy) 6-phospho-3-hexuloisomerase [5.3.1.27]",2
"THIOSULFATE-SULFURTRANSFERASE-RXN: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]","THIOSULFATE-SULFURTRANSFERASE-RXN: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]",2
"RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]","RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]",2
"RXN0-6359: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]","RXN0-6359: (expasy) Thiosulfate sulfurtransferase [2.8.1.1]",2
"3.4.14.5-RXN: (expasy) Dipeptidyl-peptidase IV [3.4.14.5]","3.4.14.5-RXN: (expasy) Dipeptidyl-peptidase IV [3.4.14.5]",2
"3.4.13.21-RXN: (expasy) Dipeptidase E [3.4.13.21]","3.4.13.21-RXN: (expasy) Dipeptidase E [3.4.13.21]",2
"RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]","RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",2
"1.5.1.34-RXN: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]","1.5.1.34-RXN: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",2
"RXN-13909: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]","RXN-13909: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",2
"DIACYLGLYKIN-RXN: (expasy) Diacylglycerol kinase (ATP) [2.7.1.107]","DIACYLGLYKIN-RXN: (expasy) Diacylglycerol kinase (ATP) [2.7.1.107]",2
"RXN-11576: (expasy) 16S rRNA (guanine(1207)-N(2))-methyltransferase [2.1.1.172]","RXN-11576: (expasy) 16S rRNA (guanine(1207)-N(2))-methyltransferase [2.1.1.172]",2
"RXN1G01-40: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]","RXN1G01-40: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]",2
"RXN1G01-39: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]","RXN1G01-39: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]",2
"RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7]","RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7]",2
"RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7]","RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7]",2
"RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]","RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]",2
"RXN-11734: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]","RXN-11734: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]",2
"RXN-13615: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]","RXN-13615: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7]",2
"LYSDECARBOX-RXN: (expasy) Lysine decarboxylase [4.1.1.18]","LYSDECARBOX-RXN: (expasy) Lysine decarboxylase [4.1.1.18]",2
"UDPSUGARHYDRO-RXN: (expasy) UDP-sugar diphosphatase [3.6.1.45]","UDPSUGARHYDRO-RXN: (expasy) UDP-sugar diphosphatase [3.6.1.45]",2
"RXN0-7002: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]","RXN0-7002: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]",2
"6-PHOSPHO-BETA-GLUCOSIDASE-RXN: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]","6-PHOSPHO-BETA-GLUCOSIDASE-RXN: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]",2
"RXN0-6994: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]","RXN0-6994: (expasy) 6-phospho-beta-glucosidase [3.2.1.86]",2
"CHMS-DEHYDROGENASE-RXN: (expasy) 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [1.2.1.60]","CHMS-DEHYDROGENASE-RXN: (expasy) 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [1.2.1.60]",2
"RXN0-6725: (expasy) Phospholipase A(2) [3.1.1.4]","RXN0-6725: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20562: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20562: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20561: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20561: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20558: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20558: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20555: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20555: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20554: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20554: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20552: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20552: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20548: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20548: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20546: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20546: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-20543: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-20543: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4]","RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4]",2
"RXN-15068: (metacyc) phospholipase A2 [3.1.1.4]","RXN-15068: (metacyc) phospholipase A2 [3.1.1.4]",2
"RXN-15067: (metacyc) phospholipase A2 [3.1.1.4]","RXN-15067: (metacyc) phospholipase A2 [3.1.1.4]",2
"RXN-15065: (metacyc) phospholipase A2 [3.1.1.4]","RXN-15065: (metacyc) phospholipase A2 [3.1.1.4]",2
"RXN-13871: (expasy) Arylamine N-acetyltransferase [2.3.1.5]","RXN-13871: (expasy) Arylamine N-acetyltransferase [2.3.1.5]",2
"RXN-13870: (expasy) Arylamine N-acetyltransferase [2.3.1.5]","RXN-13870: (expasy) Arylamine N-acetyltransferase [2.3.1.5]",2
"RXN-11834: (expasy) 23S rRNA pseudouridine(2457) synthase [5.4.99.20]","RXN-11834: (expasy) 23S rRNA pseudouridine(2457) synthase [5.4.99.20]",2
"RXN-11361: (expasy) Molybdopterin-synthase adenylyltransferase [2.7.7.80]","RXN-11361: (expasy) Molybdopterin-synthase adenylyltransferase [2.7.7.80]",2
"PHOSPHOLIPASE-A2-RXN: (expasy) Phospholipase A(2) [3.1.1.4]","PHOSPHOLIPASE-A2-RXN: (expasy) Phospholipase A(2) [3.1.1.4]",2
"CROBETREDUCT-RXN: (expasy) Crotonobetainyl-CoA reductase [1.3.8.13]","CROBETREDUCT-RXN: (expasy) Crotonobetainyl-CoA reductase [1.3.8.13]",2
"3.8.1.8-RXN: (expasy) Atrazine chlorohydrolase [3.8.1.8]","3.8.1.8-RXN: (expasy) Atrazine chlorohydrolase [3.8.1.8]",2
"ARYLAMINE-N-ACETYLTRANSFERASE-RXN: (expasy) Arylamine N-acetyltransferase [2.3.1.5]","ARYLAMINE-N-ACETYLTRANSFERASE-RXN: (expasy) Arylamine N-acetyltransferase [2.3.1.5]",2
"SPERMACTRAN-RXN: (expasy) Diamine N-acetyltransferase [2.3.1.57]","SPERMACTRAN-RXN: (expasy) Diamine N-acetyltransferase [2.3.1.57]",2
"RXN0-7165: (metacyc) spermidine N8-acetyltransferase [2.3.1.57]","RXN0-7165: (metacyc) spermidine N8-acetyltransferase [2.3.1.57]",2
"RXN0-5256: (metacyc) hydrogen:menaquinone oxidoreductase [1.12.5.1]","RXN0-5256: (metacyc) hydrogen:menaquinone oxidoreductase [1.12.5.1]",2
"RXN-9939: (expasy) Diamine N-acetyltransferase [2.3.1.57]","RXN-9939: (expasy) Diamine N-acetyltransferase [2.3.1.57]",2
"RXN-9508: (expasy) Nitrilotriacetate monooxygenase [1.14.14.10]","RXN-9508: (expasy) Nitrilotriacetate monooxygenase [1.14.14.10]",2
"RXN-20792: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]","RXN-20792: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]",2
"RXN-19536: (expasy) Diamine N-acetyltransferase [2.3.1.57]","RXN-19536: (expasy) Diamine N-acetyltransferase [2.3.1.57]",2
"RXN-19009: (expasy) Glycoprotein 3-alpha-L-fucosyltransferase [2.4.1.214]","RXN-19009: (expasy) Glycoprotein 3-alpha-L-fucosyltransferase [2.4.1.214]",2
"RXN-16748: (expasy) 8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase [2.7.7.90]","RXN-16748: (expasy) 8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase [2.7.7.90]",2
"RXN-14333: (expasy) 8'-apo-carotenoid 13,14-cleaving dioxygenase [1.13.11.82]","RXN-14333: (expasy) 8'-apo-carotenoid 13,14-cleaving dioxygenase [1.13.11.82]",2
"RXN-14147: (expasy) Methionine transaminase [2.6.1.88]","RXN-14147: (expasy) Methionine transaminase [2.6.1.88]",2
"RXN-13704: (metacyc) 2,3-dihydroxybenzenesulfonate 2,3-dioxygenase [1.13.11.2]","RXN-13704: (metacyc) 2,3-dihydroxybenzenesulfonate 2,3-dioxygenase [1.13.11.2]",2
"RXN-13178: (expasy) Choline oxidase [1.1.3.17]","RXN-13178: (expasy) Choline oxidase [1.1.3.17]",2
"RXN-11840: (expasy) tRNA pseudouridine(65) synthase [5.4.99.26]","RXN-11840: (expasy) tRNA pseudouridine(65) synthase [5.4.99.26]",2
"RXN-11219: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]","RXN-11219: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]",2
"RXN-10129: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]","RXN-10129: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]",2
"RXN-10128: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]","RXN-10128: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]",2
"RXN-10127: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]","RXN-10127: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]",2
"RXN-0: (expasy) Diamine N-acetyltransferase [2.3.1.57]","RXN-0: (expasy) Diamine N-acetyltransferase [2.3.1.57]",2
"R15-RXN: (expasy) Methionine transaminase [2.6.1.88]","R15-RXN: (expasy) Methionine transaminase [2.6.1.88]",2
"R102-RXN: (expasy) Diaminobutyrate acetyltransferase [2.3.1.178]","R102-RXN: (expasy) Diaminobutyrate acetyltransferase [2.3.1.178]",2
"PPPGPPHYDRO-RXN: (expasy) Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [3.6.1.40]","PPPGPPHYDRO-RXN: (expasy) Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [3.6.1.40]",2
"PHENOL-2-MONOOXYGENASE-RXN: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]","PHENOL-2-MONOOXYGENASE-RXN: (expasy) Phenol 2-monooxygenase (NADPH) [1.14.13.7]",2
"METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN: (expasy) AMBIGUOUS [3.2.2.16; 3.2.2.9]","METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN: (expasy) AMBIGUOUS [3.2.2.16; 3.2.2.9]",2
"LAUROYLACYLTRAN-RXN: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]","LAUROYLACYLTRAN-RXN: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]",2
"IMIDAZOLE-N-ACETYLTRANSFERASE-RXN: (expasy) Imidazole N-acetyltransferase [2.3.1.2]","IMIDAZOLE-N-ACETYLTRANSFERASE-RXN: (expasy) Imidazole N-acetyltransferase [2.3.1.2]",2
"DIAMACTRANS-RXN: (expasy) Diamine N-acetyltransferase [2.3.1.57]","DIAMACTRANS-RXN: (expasy) Diamine N-acetyltransferase [2.3.1.57]",2
"COA-DISULFIDE-REDUCTASE-NADH-RXN: (expasy) CoA-disulfide reductase [1.8.1.14]","COA-DISULFIDE-REDUCTASE-NADH-RXN: (expasy) CoA-disulfide reductase [1.8.1.14]",2
"CDPDIGLYPYPHOSPHA-RXN: (expasy) CDP-diacylglycerol diphosphatase [3.6.1.26]","CDPDIGLYPYPHOSPHA-RXN: (expasy) CDP-diacylglycerol diphosphatase [3.6.1.26]",2
"CATECHOL-23-DIOXYGENASE-RXN: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]","CATECHOL-23-DIOXYGENASE-RXN: (expasy) Catechol 2,3-dioxygenase [1.13.11.2]",2
"CATECHOL-2-3-DIOXYGENASE-RXN: (metacyc) Methylcatechol 2,3-dioxygenase [1.13.11.2]","CATECHOL-2-3-DIOXYGENASE-RXN: (metacyc) Methylcatechol 2,3-dioxygenase [1.13.11.2]",2
"3.4.24.75-RXN: (expasy) Lysostaphin [3.4.24.75]","3.4.24.75-RXN: (expasy) Lysostaphin [3.4.24.75]",2
"3.4.24.3-RXN: (expasy) Microbial collagenase [3.4.24.3]","3.4.24.3-RXN: (expasy) Microbial collagenase [3.4.24.3]",2
"3.1.21.1-RXN: (expasy) Deoxyribonuclease I [3.1.21.1]","3.1.21.1-RXN: (expasy) Deoxyribonuclease I [3.1.21.1]",2
"1.12.5.1-RXN: (expasy) Hydrogen:quinone oxidoreductase [1.12.5.1]","1.12.5.1-RXN: (expasy) Hydrogen:quinone oxidoreductase [1.12.5.1]",2
"2.4.1.214-RXN: (expasy) Glycoprotein 3-alpha-L-fucosyltransferase [2.4.1.214]","2.4.1.214-RXN: (expasy) Glycoprotein 3-alpha-L-fucosyltransferase [2.4.1.214]",2
"RXN-21079: (expasy) Propanediol dehydratase [4.2.1.28]","RXN-21079: (expasy) Propanediol dehydratase [4.2.1.28]",2
"RXN-14536: (expasy) 2-haloacrylate reductase [1.3.1.103]","RXN-14536: (expasy) 2-haloacrylate reductase [1.3.1.103]",2
"RXN-13854: (expasy) Nitrite reductase (NADH) [1.7.1.15]","RXN-13854: (expasy) Nitrite reductase (NADH) [1.7.1.15]",2
"PROPANEDIOL-DEHYDRATASE-RXN: (expasy) Propanediol dehydratase [4.2.1.28]","PROPANEDIOL-DEHYDRATASE-RXN: (expasy) Propanediol dehydratase [4.2.1.28]",2
"3.2.1.14-RXN: (expasy) Chitinase [3.2.1.14]","3.2.1.14-RXN: (expasy) Chitinase [3.2.1.14]",2
"3.4.24.55-RXN: (expasy) Pitrilysin [3.4.24.55]","3.4.24.55-RXN: (expasy) Pitrilysin [3.4.24.55]",2
"LACTOSE-6-PHOSPHATE-ISOMERASE-RXN: (expasy) Galactose-6-phosphate isomerase [5.3.1.26]","LACTOSE-6-PHOSPHATE-ISOMERASE-RXN: (expasy) Galactose-6-phosphate isomerase [5.3.1.26]",2
"RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95]","RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95]",2
"RXN-11566: (metacyc) carboxyspermidine synthase [1.5.1.43]","RXN-11566: (metacyc) carboxyspermidine synthase [1.5.1.43]",2
"3.1.3.77-RXN: (expasy) Acireductone synthase [3.1.3.77]","3.1.3.77-RXN: (expasy) Acireductone synthase [3.1.3.77]",2
"RXN-11565: (expasy) Carboxynorspermidine synthase [1.5.1.43]","RXN-11565: (expasy) Carboxynorspermidine synthase [1.5.1.43]",2
"3-HYDROXY-KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3]","3-HYDROXY-KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3]",2
"KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3]","KYNURENINASE-RXN: (expasy) Kynureninase [3.7.1.3]",2
"RXN-1241: (expasy) Coniferyl-aldehyde dehydrogenase [1.2.1.68]","RXN-1241: (expasy) Coniferyl-aldehyde dehydrogenase [1.2.1.68]",2
"RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6]","RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6]",2
"GUANOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]","GUANOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]",2
"INOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]","INOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73]",2
"3.1.4.17-RXN: (expasy) 3',5'-cyclic-nucleotide phosphodiesterase [3.1.4.17]","3.1.4.17-RXN: (expasy) 3',5'-cyclic-nucleotide phosphodiesterase [3.1.4.17]",2
"RXN-12894: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]","RXN-12894: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]",2
"RXN-12895: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]","RXN-12895: (expasy) Ureidoacrylate amidohydrolase [3.5.1.110]",2
"RXN-13179: (expasy) 4-hydroxythreonine-4-phosphate dehydrogenase [1.1.1.262]","RXN-13179: (expasy) 4-hydroxythreonine-4-phosphate dehydrogenase [1.1.1.262]",2
"ALLOPHANATE-HYDROLASE-RXN: (expasy) Allophanate hydrolase [3.5.1.54]","ALLOPHANATE-HYDROLASE-RXN: (expasy) Allophanate hydrolase [3.5.1.54]",2
"MANDELATE-DEHYDROGENASE-RXN: (expasy) (S)-mandelate dehydrogenase [1.1.99.31]","MANDELATE-DEHYDROGENASE-RXN: (expasy) (S)-mandelate dehydrogenase [1.1.99.31]",2
"RXN-21265: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]","RXN-21265: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]",2
"RXN-21264: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]","RXN-21264: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]",2
"RXN-21263: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]","RXN-21263: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]",2
"1.17.4.2-RXN: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]","1.17.4.2-RXN: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]",2
"RXN-21262: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]","RXN-21262: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]",2
"3.2.1.24-RXN: (expasy) Alpha-mannosidase [3.2.1.24]","3.2.1.24-RXN: (expasy) Alpha-mannosidase [3.2.1.24]",2
"RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24]","RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24]",2
"3.1.21.2-RXN: (expasy) Deoxyribonuclease IV [3.1.21.2]","3.1.21.2-RXN: (expasy) Deoxyribonuclease IV [3.1.21.2]",2
"SULFITE-REDUCTASE-FERREDOXIN-RXN: (expasy) Assimilatory sulfite reductase (ferredoxin) [1.8.7.1]","SULFITE-REDUCTASE-FERREDOXIN-RXN: (expasy) Assimilatory sulfite reductase (ferredoxin) [1.8.7.1]",2
"2-METHYLCITRATE-SYNTHASE-RXN: (expasy) 2-methylcitrate synthase [2.3.3.5]","2-METHYLCITRATE-SYNTHASE-RXN: (expasy) 2-methylcitrate synthase [2.3.3.5]",2
"FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]","FORMYLTHFDEFORMYL-RXN: (expasy) Formyltetrahydrofolate deformylase [3.5.1.10]",2
"RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15]","RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15]",2
"RXN-11600: (expasy) 23S rRNA (uracil(747)-C(5))-methyltransferase [2.1.1.189]","RXN-11600: (expasy) 23S rRNA (uracil(747)-C(5))-methyltransferase [2.1.1.189]",2
"RXN0-299: (expasy) Taurine dioxygenase [1.14.11.17]","RXN0-299: (expasy) Taurine dioxygenase [1.14.11.17]",2
"ACETALD-DEHYDROG-RXN: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10]","ACETALD-DEHYDROG-RXN: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10]",2
"RXN-13671: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10]","RXN-13671: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10]",2
"GALLATE-DIOXYGENASE-RXN: (expasy) Gallate dioxygenase [1.13.11.57]","GALLATE-DIOXYGENASE-RXN: (expasy) Gallate dioxygenase [1.13.11.57]",2
"RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85]","RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85]",2
"3.5.1.81-RXN: (expasy) N-acyl-D-amino-acid deacylase [3.5.1.81]","3.5.1.81-RXN: (expasy) N-acyl-D-amino-acid deacylase [3.5.1.81]",2
"PROTOCATECHUATE-45-DIOXYGENASE-RXN: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]","PROTOCATECHUATE-45-DIOXYGENASE-RXN: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]",2
"RXN-10425: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]","RXN-10425: (expasy) Protocatechuate 4,5-dioxygenase [1.13.11.8]",2
"1.2.7.8-RXN: (expasy) Indolepyruvate ferredoxin oxidoreductase [1.2.7.8]","1.2.7.8-RXN: (expasy) Indolepyruvate ferredoxin oxidoreductase [1.2.7.8]",2
"3.8.1.7-RXN: (expasy) 4-chlorobenzoyl-CoA dehalogenase [3.8.1.7]","3.8.1.7-RXN: (expasy) 4-chlorobenzoyl-CoA dehalogenase [3.8.1.7]",2
"GSADENYLATION-RXN: (expasy) [Glutamine synthetase] adenylyltransferase [2.7.7.42]","GSADENYLATION-RXN: (expasy) [Glutamine synthetase] adenylyltransferase [2.7.7.42]",2
"RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"RXN-12142: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-12142: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"RXN-12141: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-12141: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"RXN-12140: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-12140: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"3.3.2.10-RXN: (expasy) Soluble epoxide hydrolase [3.3.2.10]","3.3.2.10-RXN: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"RXN-12134: (expasy) Soluble epoxide hydrolase [3.3.2.10]","RXN-12134: (expasy) Soluble epoxide hydrolase [3.3.2.10]",2
"SUCCGLUALDDEHYD-RXN: (expasy) Succinylglutamate-semialdehyde dehydrogenase [1.2.1.71]","SUCCGLUALDDEHYD-RXN: (expasy) Succinylglutamate-semialdehyde dehydrogenase [1.2.1.71]",2
"RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1]","RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1]",2
"ACYLAMINOACYL-PEPTIDASE-RXN: (expasy) Acylaminoacyl-peptidase [3.4.19.1]","ACYLAMINOACYL-PEPTIDASE-RXN: (expasy) Acylaminoacyl-peptidase [3.4.19.1]",2
"RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1]","RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1]",2
"3.1.3.76-RXN: (expasy) Lipid-phosphate phosphatase [3.1.3.76]","3.1.3.76-RXN: (expasy) Lipid-phosphate phosphatase [3.1.3.76]",2
"AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN: (expasy) Aminocarboxymuconate-semialdehyde decarboxylase [4.1.1.45]","AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN: (expasy) Aminocarboxymuconate-semialdehyde decarboxylase [4.1.1.45]",2
"CHITIN-DEACETYLASE-RXN: (expasy) Chitin deacetylase [3.5.1.41]","CHITIN-DEACETYLASE-RXN: (expasy) Chitin deacetylase [3.5.1.41]",2
"NITRIC-OXIDE-SYNTHASE-RXN: (expasy) Nitric-oxide synthase (NADPH) [1.14.13.39]","NITRIC-OXIDE-SYNTHASE-RXN: (expasy) Nitric-oxide synthase (NADPH) [1.14.13.39]",2
"RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]","RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]",2
"4.1.1.77-RXN: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]","4.1.1.77-RXN: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]",2
"RXN-10246: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]","RXN-10246: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]",2
"1.1.1.53-RXN: (expasy) 3-alpha(or 20-beta)-hydroxysteroid dehydrogenase [1.1.1.53]","1.1.1.53-RXN: (expasy) 3-alpha(or 20-beta)-hydroxysteroid dehydrogenase [1.1.1.53]",2
"RXN-3945: (expasy) Benzoylformate decarboxylase [4.1.1.7]","RXN-3945: (expasy) Benzoylformate decarboxylase [4.1.1.7]",2
"BENZOYLFORMATE-DECARBOXYLASE-RXN: (expasy) Benzoylformate decarboxylase [4.1.1.7]","BENZOYLFORMATE-DECARBOXYLASE-RXN: (expasy) Benzoylformate decarboxylase [4.1.1.7]",2
"HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN: (metacyc) Hydroxybenzoylformate decarboxylase [4.1.1.7]","HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN: (metacyc) Hydroxybenzoylformate decarboxylase [4.1.1.7]",2
"PROTOPORGENOXI-RXN: (expasy) Protoporphyrinogen oxidase [1.3.3.4]","PROTOPORGENOXI-RXN: (expasy) Protoporphyrinogen oxidase [1.3.3.4]",2
"ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN: (expasy) Adenosylhomocysteine nucleosidase [3.2.2.9]","ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN: (expasy) Adenosylhomocysteine nucleosidase [3.2.2.9]",2
"RXN0-6550: (expasy) Adenosylhomocysteine nucleosidase [3.2.2.9]","RXN0-6550: (expasy) Adenosylhomocysteine nucleosidase [3.2.2.9]",2
